journal,year,volume,issue,DOI,SI,event,date
Metals,2016,6,1,https://doi.org/10.3390/met6010023,"
(This article belongs to the Special Issue Hydrometallurgy)", Published,2016-01-14
Metals,2016,6,1,https://doi.org/10.3390/met6010024,Normal Issue,"
Received",2015-11-09
Metals,2016,6,1,https://doi.org/10.3390/met6010024,Normal Issue, Revised,2015-12-23
Metals,2016,6,1,https://doi.org/10.3390/met6010024,Normal Issue, Accepted,2016-01-11
Metals,2016,6,1,https://doi.org/10.3390/met6010024,Normal Issue, Published,2016-01-15
Metals,2016,6,1,https://doi.org/10.3390/met6010025,Normal Issue,"
Received",2015-11-17
Metals,2016,6,1,https://doi.org/10.3390/met6010025,Normal Issue, Revised,2015-12-22
Metals,2016,6,1,https://doi.org/10.3390/met6010025,Normal Issue, Accepted,2016-01-13
Metals,2016,6,1,https://doi.org/10.3390/met6010025,Normal Issue, Published,2016-01-18
Metals,2016,6,1,https://doi.org/10.3390/met6010026,Normal Issue,"
Received",2015-11-30
Metals,2016,6,1,https://doi.org/10.3390/met6010026,Normal Issue, Revised,2016-01-11
Metals,2016,6,1,https://doi.org/10.3390/met6010026,Normal Issue, Accepted,2016-01-13
Metals,2016,6,1,https://doi.org/10.3390/met6010026,Normal Issue, Published,2016-01-19
Metals,2016,6,2,https://doi.org/10.3390/met6020028,Normal Issue,"
Received",2015-11-06
Metals,2016,6,2,https://doi.org/10.3390/met6020028,Normal Issue, Revised,2015-12-30
Metals,2016,6,2,https://doi.org/10.3390/met6020028,Normal Issue, Accepted,2016-01-18
Metals,2016,6,2,https://doi.org/10.3390/met6020028,Normal Issue, Published,2016-01-25
Metals,2016,6,2,https://doi.org/10.3390/met6020029,"
(This article belongs to the Special Issue Intermetallics 2016)","
Received",2015-12-06
Metals,2016,6,2,https://doi.org/10.3390/met6020029,"
(This article belongs to the Special Issue Intermetallics 2016)", Revised,2016-01-22
Metals,2016,6,2,https://doi.org/10.3390/met6020029,"
(This article belongs to the Special Issue Intermetallics 2016)", Accepted,2016-01-27
Metals,2016,6,2,https://doi.org/10.3390/met6020029,"
(This article belongs to the Special Issue Intermetallics 2016)", Published,2016-01-29
Metals,2016,6,2,https://doi.org/10.3390/met6020030,Normal Issue,"
Received",2015-11-26
Metals,2016,6,2,https://doi.org/10.3390/met6020030,Normal Issue, Revised,2016-01-20
Metals,2016,6,2,https://doi.org/10.3390/met6020030,Normal Issue, Accepted,2016-01-25
Metals,2016,6,2,https://doi.org/10.3390/met6020030,Normal Issue, Published,2016-02-02
Metals,2016,6,2,https://doi.org/10.3390/met6020031,Normal Issue,"
Received",2015-11-26
Metals,2016,6,2,https://doi.org/10.3390/met6020031,Normal Issue, Revised,2016-01-20
Metals,2016,6,2,https://doi.org/10.3390/met6020031,Normal Issue, Accepted,2016-01-26
Metals,2016,6,2,https://doi.org/10.3390/met6020031,Normal Issue, Published,2016-02-02
Metals,2016,6,2,https://doi.org/10.3390/met6020032,Normal Issue,"
Received",2015-11-03
Metals,2016,6,2,https://doi.org/10.3390/met6020032,Normal Issue, Revised,2016-01-13
Metals,2016,6,2,https://doi.org/10.3390/met6020032,Normal Issue, Accepted,2016-01-25
Metals,2016,6,2,https://doi.org/10.3390/met6020032,Normal Issue, Published,2016-02-02
Metals,2016,6,2,https://doi.org/10.3390/met6020033,"
(This article belongs to the Special Issue Metals Challenged by Neutron and Synchrotron Radiation)","
Received",2015-12-02
Metals,2016,6,2,https://doi.org/10.3390/met6020033,"
(This article belongs to the Special Issue Metals Challenged by Neutron and Synchrotron Radiation)", Accepted,2016-01-27
Metals,2016,6,2,https://doi.org/10.3390/met6020033,"
(This article belongs to the Special Issue Metals Challenged by Neutron and Synchrotron Radiation)", Published,2016-02-04
Metals,2016,6,2,https://doi.org/10.3390/met6020034,"
(This article belongs to the Special Issue Powder Metallurgy)","
Received",2015-12-26
Metals,2016,6,2,https://doi.org/10.3390/met6020034,"
(This article belongs to the Special Issue Powder Metallurgy)", Revised,2016-01-20
Metals,2016,6,2,https://doi.org/10.3390/met6020034,"
(This article belongs to the Special Issue Powder Metallurgy)", Accepted,2016-02-02
Metals,2016,6,2,https://doi.org/10.3390/met6020034,"
(This article belongs to the Special Issue Powder Metallurgy)", Published,2016-02-05
Metals,2016,6,2,https://doi.org/10.3390/met6020035,Normal Issue,"
Received",2015-11-30
Metals,2016,6,2,https://doi.org/10.3390/met6020035,Normal Issue, Revised,2016-01-11
Metals,2016,6,2,https://doi.org/10.3390/met6020035,Normal Issue, Accepted,2016-01-30
Metals,2016,6,2,https://doi.org/10.3390/met6020035,Normal Issue, Published,2016-02-15
Metals,2016,6,2,https://doi.org/10.3390/met6020036,Normal Issue,"
Received",2015-12-14
Metals,2016,6,2,https://doi.org/10.3390/met6020036,Normal Issue, Revised,2016-01-25
Metals,2016,6,2,https://doi.org/10.3390/met6020036,Normal Issue, Accepted,2016-01-26
Metals,2016,6,2,https://doi.org/10.3390/met6020036,Normal Issue, Published,2016-02-17
Metals,2016,6,2,https://doi.org/10.3390/met6020037,"
(This article belongs to the Special Issue Superalloys)","
Received",2015-12-04
Metals,2016,6,2,https://doi.org/10.3390/met6020037,"
(This article belongs to the Special Issue Superalloys)", Revised,2016-01-22
Metals,2016,6,2,https://doi.org/10.3390/met6020037,"
(This article belongs to the Special Issue Superalloys)", Accepted,2016-02-01
Metals,2016,6,2,https://doi.org/10.3390/met6020037,"
(This article belongs to the Special Issue Superalloys)", Published,2016-02-17
Metals,2016,6,2,https://doi.org/10.3390/met6020038,"
(This article belongs to the Special Issue Oxidation of Metals)","
Received",2016-01-11
Metals,2016,6,2,https://doi.org/10.3390/met6020038,"
(This article belongs to the Special Issue Oxidation of Metals)", Revised,2016-02-03
Metals,2016,6,2,https://doi.org/10.3390/met6020038,"
(This article belongs to the Special Issue Oxidation of Metals)", Accepted,2016-02-05
Metals,2016,6,2,https://doi.org/10.3390/met6020038,"
(This article belongs to the Special Issue Oxidation of Metals)", Published,2016-02-17
Metals,2016,6,2,https://doi.org/10.3390/met6020039,Normal Issue,"
Received",2015-12-31
Metals,2016,6,2,https://doi.org/10.3390/met6020039,Normal Issue, Revised,2016-02-01
Metals,2016,6,2,https://doi.org/10.3390/met6020039,Normal Issue, Accepted,2016-02-06
Metals,2016,6,2,https://doi.org/10.3390/met6020039,Normal Issue, Published,2016-02-17
Metals,2016,6,2,https://doi.org/10.3390/met6020040,Normal Issue,"
Received",2016-01-14
Metals,2016,6,2,https://doi.org/10.3390/met6020040,Normal Issue, Revised,2016-02-04
Metals,2016,6,2,https://doi.org/10.3390/met6020040,Normal Issue, Accepted,2016-02-14
Metals,2016,6,2,https://doi.org/10.3390/met6020040,Normal Issue, Published,2016-02-19
Metals,2016,6,3,https://doi.org/10.3390/met6030041,"
(This article belongs to the Special Issue Laser Shock Processing on Metal)","
Received",2015-11-12
Metals,2016,6,3,https://doi.org/10.3390/met6030041,"
(This article belongs to the Special Issue Laser Shock Processing on Metal)", Revised,2016-02-03
Metals,2016,6,3,https://doi.org/10.3390/met6030041,"
(This article belongs to the Special Issue Laser Shock Processing on Metal)", Accepted,2016-02-05
Metals,2016,6,3,https://doi.org/10.3390/met6030041,"
(This article belongs to the Special Issue Laser Shock Processing on Metal)", Published,2016-02-23
Metals,2016,6,3,https://doi.org/10.3390/met6030042,"
(This article belongs to the Special Issue Aluminum Alloys)","
Received",2015-12-12
Metals,2016,6,3,https://doi.org/10.3390/met6030042,"
(This article belongs to the Special Issue Aluminum Alloys)", Revised,2016-02-04
Metals,2016,6,3,https://doi.org/10.3390/met6030042,"
(This article belongs to the Special Issue Aluminum Alloys)", Accepted,2016-02-06
Metals,2016,6,3,https://doi.org/10.3390/met6030042,"
(This article belongs to the Special Issue Aluminum Alloys)", Published,2016-02-23
Metals,2016,6,3,https://doi.org/10.3390/met6030043,"
(This article belongs to the Special Issue Aluminum Alloys)","
Received",2016-01-05
Metals,2016,6,3,https://doi.org/10.3390/met6030043,"
(This article belongs to the Special Issue Aluminum Alloys)", Revised,2016-02-07
Metals,2016,6,3,https://doi.org/10.3390/met6030043,"
(This article belongs to the Special Issue Aluminum Alloys)", Accepted,2016-02-15
Metals,2016,6,3,https://doi.org/10.3390/met6030043,"
(This article belongs to the Special Issue Aluminum Alloys)", Published,2016-02-23
Metals,2016,6,3,https://doi.org/10.3390/met6030044,"
(This article belongs to the Special Issue Oxidation of Metals)","
Received",2016-01-14
Metals,2016,6,3,https://doi.org/10.3390/met6030044,"
(This article belongs to the Special Issue Oxidation of Metals)", Revised,2016-02-06
Metals,2016,6,3,https://doi.org/10.3390/met6030044,"
(This article belongs to the Special Issue Oxidation of Metals)", Accepted,2016-02-15
Metals,2016,6,3,https://doi.org/10.3390/met6030044,"
(This article belongs to the Special Issue Oxidation of Metals)", Published,2016-02-25
Metals,2016,6,3,https://doi.org/10.3390/met6030045,"
(This article belongs to the Special Issue Intermetallics 2016)","
Received",2016-01-12
Metals,2016,6,3,https://doi.org/10.3390/met6030045,"
(This article belongs to the Special Issue Intermetallics 2016)", Revised,2016-02-02
Metals,2016,6,3,https://doi.org/10.3390/met6030045,"
(This article belongs to the Special Issue Intermetallics 2016)", Accepted,2016-02-15
Metals,2016,6,3,https://doi.org/10.3390/met6030045,"
(This article belongs to the Special Issue Intermetallics 2016)", Published,2016-02-25
Metals,2016,6,3,https://doi.org/10.3390/met6030046,"
(This article belongs to the Special Issue Oxidation of Metals)","
Received",2016-01-18
Metals,2016,6,3,https://doi.org/10.3390/met6030046,"
(This article belongs to the Special Issue Oxidation of Metals)", Revised,2016-02-11
Metals,2016,6,3,https://doi.org/10.3390/met6030046,"
(This article belongs to the Special Issue Oxidation of Metals)", Accepted,2016-02-19
Metals,2016,6,3,https://doi.org/10.3390/met6030046,"
(This article belongs to the Special Issue Oxidation of Metals)", Published,2016-02-27
Metals,2016,6,3,https://doi.org/10.3390/met6030047,"
(This article belongs to the Special Issue Aluminum Alloys)","
Received",2015-12-23
Metals,2016,6,3,https://doi.org/10.3390/met6030047,"
(This article belongs to the Special Issue Aluminum Alloys)", Accepted,2016-02-22
Metals,2016,6,3,https://doi.org/10.3390/met6030047,"
(This article belongs to the Special Issue Aluminum Alloys)", Published,2016-02-29
Metals,2016,6,3,https://doi.org/10.3390/met6030048,Normal Issue,"
Received",2015-12-04
Metals,2016,6,3,https://doi.org/10.3390/met6030048,Normal Issue, Accepted,2016-02-25
Metals,2016,6,3,https://doi.org/10.3390/met6030048,Normal Issue, Published,2016-02-29
Metals,2016,6,3,https://doi.org/10.3390/met6030049,"
(This article belongs to the Special Issue Aluminum Alloys)","
Received",2016-01-21
Metals,2016,6,3,https://doi.org/10.3390/met6030049,"
(This article belongs to the Special Issue Aluminum Alloys)", Accepted,2016-02-23
Metals,2016,6,3,https://doi.org/10.3390/met6030049,"
(This article belongs to the Special Issue Aluminum Alloys)", Published,2016-02-29
Metals,2016,6,3,https://doi.org/10.3390/met6030050,"
(This article belongs to the Special Issue Aluminum Alloys)","
Received",2015-12-30
Metals,2016,6,3,https://doi.org/10.3390/met6030050,"
(This article belongs to the Special Issue Aluminum Alloys)", Revised,2016-02-04
Metals,2016,6,3,https://doi.org/10.3390/met6030050,"
(This article belongs to the Special Issue Aluminum Alloys)", Accepted,2016-02-23
Metals,2016,6,3,https://doi.org/10.3390/met6030050,"
(This article belongs to the Special Issue Aluminum Alloys)", Published,2016-03-01
Metals,2016,6,3,https://doi.org/10.3390/met6030051,"
(This article belongs to the Special Issue Aluminum Alloys)","
Received",2015-12-11
Metals,2016,6,3,https://doi.org/10.3390/met6030051,"
(This article belongs to the Special Issue Aluminum Alloys)", Revised,2016-02-10
Metals,2016,6,3,https://doi.org/10.3390/met6030051,"
(This article belongs to the Special Issue Aluminum Alloys)", Accepted,2016-02-23
Metals,2016,6,3,https://doi.org/10.3390/met6030051,"
(This article belongs to the Special Issue Aluminum Alloys)", Published,2016-03-03
Metals,2016,6,3,https://doi.org/10.3390/met6030052,"
(This article belongs to the Special Issue Aluminum Alloys)","
Received",2015-12-08
Metals,2016,6,3,https://doi.org/10.3390/met6030052,"
(This article belongs to the Special Issue Aluminum Alloys)", Revised,2016-02-12
Metals,2016,6,3,https://doi.org/10.3390/met6030052,"
(This article belongs to the Special Issue Aluminum Alloys)", Accepted,2016-02-22
Metals,2016,6,3,https://doi.org/10.3390/met6030052,"
(This article belongs to the Special Issue Aluminum Alloys)", Published,2016-03-03
Metals,2016,6,3,https://doi.org/10.3390/met6030053,Normal Issue,"
Received",2015-12-23
Metals,2016,6,3,https://doi.org/10.3390/met6030053,Normal Issue, Revised,2016-02-22
Metals,2016,6,3,https://doi.org/10.3390/met6030053,Normal Issue, Accepted,2016-02-23
Metals,2016,6,3,https://doi.org/10.3390/met6030053,Normal Issue, Published,2016-03-04
Metals,2016,6,3,https://doi.org/10.3390/met6030054,"
(This article belongs to the Special Issue Superalloys)","
Received",2015-12-21
Metals,2016,6,3,https://doi.org/10.3390/met6030054,"
(This article belongs to the Special Issue Superalloys)", Revised,2016-01-27
Metals,2016,6,3,https://doi.org/10.3390/met6030054,"
(This article belongs to the Special Issue Superalloys)", Accepted,2016-02-23
Metals,2016,6,3,https://doi.org/10.3390/met6030054,"
(This article belongs to the Special Issue Superalloys)", Published,2016-03-04
Metals,2016,6,3,https://doi.org/10.3390/met6030055,Normal Issue,"
Received",2015-12-31
Metals,2016,6,3,https://doi.org/10.3390/met6030055,Normal Issue, Revised,2016-02-25
Metals,2016,6,3,https://doi.org/10.3390/met6030055,Normal Issue, Accepted,2016-02-26
Metals,2016,6,3,https://doi.org/10.3390/met6030055,Normal Issue, Published,2016-03-05
Metals,2016,6,3,https://doi.org/10.3390/met6030056,Normal Issue,"
Received",2015-12-10
Metals,2016,6,3,https://doi.org/10.3390/met6030056,Normal Issue, Revised,2016-02-23
Metals,2016,6,3,https://doi.org/10.3390/met6030056,Normal Issue, Accepted,2016-03-03
Metals,2016,6,3,https://doi.org/10.3390/met6030056,Normal Issue, Published,2016-03-08
Metals,2016,6,3,https://doi.org/10.3390/met6030057,"
(This article belongs to the Special Issue Recycling of Metals)","
Received",2016-01-08
Metals,2016,6,3,https://doi.org/10.3390/met6030057,"
(This article belongs to the Special Issue Recycling of Metals)", Revised,2016-02-22
Metals,2016,6,3,https://doi.org/10.3390/met6030057,"
(This article belongs to the Special Issue Recycling of Metals)", Accepted,2016-03-03
Metals,2016,6,3,https://doi.org/10.3390/met6030057,"
(This article belongs to the Special Issue Recycling of Metals)", Published,2016-03-08
Metals,2016,6,3,https://doi.org/10.3390/met6030058,"
(This article belongs to the Special Issue Oxidation of Metals)","
Received",2015-11-13
Metals,2016,6,3,https://doi.org/10.3390/met6030058,"
(This article belongs to the Special Issue Oxidation of Metals)", Revised,2016-03-01
Metals,2016,6,3,https://doi.org/10.3390/met6030058,"
(This article belongs to the Special Issue Oxidation of Metals)", Accepted,2016-03-08
Metals,2016,6,3,https://doi.org/10.3390/met6030058,"
(This article belongs to the Special Issue Oxidation of Metals)", Published,2016-03-11
Metals,2016,6,3,https://doi.org/10.3390/met6030059,"
(This article belongs to the Special Issue Oxidation of Metals)","
Received",2016-01-17
Metals,2016,6,3,https://doi.org/10.3390/met6030059,"
(This article belongs to the Special Issue Oxidation of Metals)", Revised,2016-02-27
Metals,2016,6,3,https://doi.org/10.3390/met6030059,"
(This article belongs to the Special Issue Oxidation of Metals)", Accepted,2016-02-29
Metals,2016,6,3,https://doi.org/10.3390/met6030059,"
(This article belongs to the Special Issue Oxidation of Metals)", Published,2016-03-11
Metals,2016,6,3,https://doi.org/10.3390/met6030060,Normal Issue,"
Received",2016-01-21
Metals,2016,6,3,https://doi.org/10.3390/met6030060,Normal Issue, Revised,2016-03-03
Metals,2016,6,3,https://doi.org/10.3390/met6030060,Normal Issue, Accepted,2016-03-07
Metals,2016,6,3,https://doi.org/10.3390/met6030060,Normal Issue, Published,2016-03-11
Metals,2016,6,3,https://doi.org/10.3390/met6030061,Normal Issue,"
Received",2015-11-07
Metals,2016,6,3,https://doi.org/10.3390/met6030061,Normal Issue, Revised,2016-03-01
Metals,2016,6,3,https://doi.org/10.3390/met6030061,Normal Issue, Accepted,2016-03-08
Metals,2016,6,3,https://doi.org/10.3390/met6030061,Normal Issue, Published,2016-03-11
Metals,2016,6,3,https://doi.org/10.3390/met6030062,"
(This article belongs to the Special Issue Oxidation of Metals)","
Received",2016-01-29
